Crop,Storage_Type,Max_Shelf_Life_Days,Optimal_Temp_C,Optimal_Humidity_%
Chilli,Ambient,139,21.2,69.9
Pulses,Cold Storage,171,3.0,62.6
Maize,Cold Storage,27,10.5,41.2
Mango,Cold Storage,42,2.3,58.6
Maize,Dry Storage,176,2.5,61.4
Groundnut,Cold Storage,137,19.1,79.8
Apple,Ambient,85,15.5,83.9
Apple,Dry Storage,154,14.2,94.4
Onion,Dry Storage,13,18.5,64.0
Chilli,Dry Storage,90,9.9,47.0
Banana,Dry Storage,73,17.8,44.4
Grapes,Cold Storage,81,12.4,77.4
Maize,Ambient,79,5.2,56.8
Apple,Ambient,167,12.9,55.7
Pulses,Cold Storage,114,4.8,45.7
Tomato,Cold Storage,50,24.0,86.7
Chilli,Ambient,151,8.7,44.2
Rice,Ambient,136,22.5,70.7
Cotton,Dry Storage,101,16.1,50.7
Potato,Dry Storage,104,2.6,48.3
Tomato,Cold Storage,103,11.5,87.4
Chilli,Ambient,170,2.4,73.0
Mango,Ambient,176,18.0,51.2
Chilli,Cold Storage,119,3.3,64.7
Sugarcane,Ambient,7,8.7,92.9
Wheat,Cold Storage,43,20.2,93.9
Chilli,Ambient,53,22.0,70.6
Onion,Cold Storage,115,17.8,64.7
Onion,Cold Storage,54,17.3,60.7
Potato,Ambient,91,10.7,44.0
Wheat,Cold Storage,63,7.5,91.5
Mango,Cold Storage,62,16.5,49.0
Onion,Cold Storage,139,17.5,40.1
Mango,Ambient,115,6.0,79.7
Onion,Cold Storage,92,6.8,80.8
Sugarcane,Ambient,79,17.4,64.6
Tomato,Dry Storage,116,11.8,47.5
Mango,Dry Storage,162,21.0,51.7
Groundnut,Cold Storage,39,24.7,67.5
Mango,Cold Storage,101,22.2,60.9
Groundnut,Cold Storage,91,22.6,49.3
Maize,Dry Storage,121,10.5,84.6
Cotton,Dry Storage,128,7.2,65.3
Cotton,Cold Storage,146,16.5,53.4
Wheat,Ambient,40,19.6,71.2
Potato,Dry Storage,176,12.7,46.9
Chilli,Ambient,128,16.8,77.7
Wheat,Ambient,100,25.0,80.3
Rice,Ambient,117,6.9,58.2
Chilli,Ambient,84,22.9,76.0
Maize,Ambient,12,12.0,78.3
Chilli,Dry Storage,25,17.2,88.8
Mango,Cold Storage,151,21.6,90.4
Banana,Dry Storage,139,3.2,86.4
Wheat,Dry Storage,174,10.0,88.7
Wheat,Cold Storage,13,9.6,92.0
Wheat,Dry Storage,167,15.1,51.3
Sugarcane,Cold Storage,47,17.8,73.3
Potato,Cold Storage,8,21.3,89.3
Tomato,Ambient,52,8.3,59.7
Onion,Cold Storage,14,10.1,80.4
Cotton,Cold Storage,35,18.4,46.0
Chilli,Dry Storage,165,14.8,79.7
Cotton,Ambient,111,24.3,55.2
Mango,Ambient,73,7.2,60.1
Wheat,Ambient,50,11.7,47.0
Sugarcane,Dry Storage,60,23.9,77.7
Tomato,Ambient,25,8.0,44.8
Pulses,Cold Storage,87,4.3,89.9
Rice,Cold Storage,84,3.8,50.0
Groundnut,Ambient,105,11.8,75.0
Pulses,Ambient,13,8.5,62.7
Rice,Ambient,96,12.9,52.9
Mango,Dry Storage,152,20.3,84.4
Grapes,Dry Storage,14,12.1,50.0
Pulses,Ambient,80,20.6,77.8
Banana,Ambient,21,18.6,48.0
Rice,Dry Storage,127,19.3,48.1
Sugarcane,Dry Storage,141,2.8,52.8
Potato,Ambient,121,24.9,55.4
Groundnut,Dry Storage,172,6.4,66.6
Banana,Cold Storage,137,4.9,60.5
Tomato,Dry Storage,89,3.3,73.2
Tomato,Dry Storage,95,5.0,76.8
Maize,Ambient,164,16.3,71.2
Wheat,Ambient,97,21.3,44.9
Cotton,Cold Storage,158,11.8,72.1
Mango,Cold Storage,95,23.5,83.2
Tomato,Ambient,75,11.1,91.0
Tomato,Ambient,155,18.3,47.2
Mango,Ambient,79,18.3,64.9
Tomato,Ambient,24,18.7,54.2
Banana,Dry Storage,62,16.9,87.2
Grapes,Cold Storage,46,24.5,45.5
Grapes,Dry Storage,80,23.3,52.1
Grapes,Ambient,50,6.9,88.8
Cotton,Cold Storage,63,3.7,77.7
Grapes,Cold Storage,53,17.9,67.8
Potato,Dry Storage,37,23.3,76.4
Pulses,Dry Storage,114,13.0,69.6
Banana,Dry Storage,146,13.6,77.2
Maize,Dry Storage,167,17.8,46.0
Banana,Cold Storage,93,11.5,94.4
Maize,Ambient,56,16.4,84.3
Banana,Ambient,78,20.0,70.5
Onion,Ambient,51,4.4,93.9
Groundnut,Ambient,29,12.8,44.4
Potato,Cold Storage,49,11.7,86.1
Cotton,Ambient,160,18.6,92.7
Apple,Dry Storage,84,14.2,41.9
Maize,Ambient,151,2.4,94.7
Maize,Dry Storage,156,24.4,42.1
Grapes,Ambient,130,16.8,90.5
Pulses,Dry Storage,163,9.3,58.1
Mango,Ambient,150,11.2,82.8
Apple,Ambient,138,2.6,41.2
Banana,Ambient,120,18.6,92.0
Chilli,Cold Storage,176,14.0,85.7
Tomato,Dry Storage,84,12.1,68.0
Chilli,Cold Storage,121,24.6,81.8
Wheat,Dry Storage,160,5.7,68.9
Maize,Dry Storage,110,19.5,70.8
Onion,Dry Storage,69,4.7,75.5
Wheat,Dry Storage,167,4.0,66.8
Pulses,Ambient,165,11.7,42.1
Chilli,Dry Storage,155,11.7,69.0
Chilli,Ambient,177,15.3,50.7
Apple,Cold Storage,79,3.8,50.3
Groundnut,Cold Storage,104,24.1,91.0
Rice,Dry Storage,33,15.8,49.2
Sugarcane,Cold Storage,118,11.6,71.5
Sugarcane,Ambient,82,20.2,74.4
Tomato,Ambient,139,4.8,80.7
Potato,Dry Storage,120,17.0,44.9
Cotton,Dry Storage,41,5.7,75.7
Groundnut,Cold Storage,152,16.2,55.5
Chilli,Ambient,46,18.1,76.5
Potato,Cold Storage,175,4.1,65.1
Rice,Ambient,105,22.0,71.7
Potato,Ambient,121,13.2,59.1
Banana,Dry Storage,71,9.8,80.5
Potato,Cold Storage,51,10.4,77.3
Rice,Dry Storage,57,5.8,63.3
Potato,Dry Storage,35,24.7,85.9
Pulses,Cold Storage,44,17.4,59.7
Banana,Cold Storage,177,4.9,45.6
Sugarcane,Ambient,149,19.4,73.5
Cotton,Cold Storage,160,17.5,46.4
Tomato,Cold Storage,77,18.4,53.8
Onion,Ambient,173,15.9,46.3
Apple,Dry Storage,95,24.9,64.7
Sugarcane,Dry Storage,154,22.0,54.4
Maize,Cold Storage,117,11.1,94.4
Sugarcane,Dry Storage,144,8.9,84.0
Tomato,Dry Storage,56,8.9,80.5
Potato,Dry Storage,46,18.9,63.2
Mango,Ambient,25,23.9,57.1
Cotton,Ambient,80,17.3,94.0
Sugarcane,Cold Storage,51,3.3,88.8
Onion,Dry Storage,49,22.6,44.4
Pulses,Ambient,130,9.5,45.8
Tomato,Cold Storage,7,18.9,68.5
Cotton,Ambient,20,2.1,45.1
Grapes,Dry Storage,15,7.4,76.3
Tomato,Cold Storage,120,14.1,45.8
Wheat,Ambient,43,21.3,75.3
Cotton,Cold Storage,99,7.8,70.0
Mango,Cold Storage,157,9.1,51.5
Maize,Cold Storage,166,5.0,51.2
Grapes,Ambient,23,15.5,87.1
Mango,Cold Storage,149,11.5,77.7
Maize,Cold Storage,68,22.2,67.0
Potato,Ambient,163,3.0,65.0
Grapes,Cold Storage,153,16.8,41.7
Mango,Cold Storage,74,13.2,79.9
Tomato,Dry Storage,59,21.2,86.5
Chilli,Dry Storage,73,22.2,85.1
Groundnut,Cold Storage,176,3.7,94.1
Pulses,Cold Storage,170,4.1,51.6
Wheat,Dry Storage,96,15.4,43.6
Rice,Cold Storage,162,13.8,83.6
Potato,Dry Storage,90,24.9,67.1
Tomato,Ambient,35,11.0,81.1
Wheat,Cold Storage,95,3.3,85.1
Tomato,Dry Storage,132,21.5,76.2
Apple,Ambient,151,17.2,92.1
Chilli,Dry Storage,70,24.7,68.3
Onion,Dry Storage,28,13.4,79.4
Chilli,Dry Storage,17,14.3,75.2
Rice,Ambient,36,5.9,55.4
Potato,Dry Storage,169,17.2,88.1
Chilli,Ambient,114,4.2,91.1
Cotton,Ambient,31,22.8,65.3
Grapes,Cold Storage,81,6.7,92.0
Banana,Ambient,102,9.5,71.8
Cotton,Dry Storage,104,13.9,73.3
Mango,Ambient,28,18.5,61.2
Mango,Dry Storage,68,9.7,61.6
Potato,Dry Storage,86,10.3,52.9
Tomato,Cold Storage,97,14.5,55.7
Banana,Ambient,84,19.0,58.0
Maize,Ambient,170,8.4,90.2
Maize,Dry Storage,22,21.4,87.5
Pulses,Ambient,161,15.4,74.3
Wheat,Dry Storage,106,13.1,68.8
Tomato,Ambient,70,21.0,46.8
Chilli,Dry Storage,92,15.6,85.2
Onion,Cold Storage,46,13.6,88.8
Sugarcane,Dry Storage,71,20.2,43.5
Chilli,Cold Storage,154,15.2,64.7
Sugarcane,Ambient,57,13.8,52.0
Rice,Ambient,114,15.4,53.5
Banana,Ambient,99,12.6,80.0
Rice,Dry Storage,154,9.7,52.9
Onion,Cold Storage,65,13.0,83.2
Banana,Cold Storage,153,9.4,51.0
Maize,Cold Storage,134,18.4,40.5
Banana,Ambient,171,9.7,70.3
Apple,Cold Storage,142,6.4,87.8
Wheat,Dry Storage,146,18.9,60.1
Maize,Dry Storage,143,18.7,45.7
Chilli,Ambient,139,21.6,77.1
Wheat,Ambient,108,15.5,41.2
Groundnut,Ambient,23,9.0,53.8
Banana,Cold Storage,28,11.1,91.2
Cotton,Dry Storage,34,3.8,53.8
Tomato,Dry Storage,103,11.7,80.7
Groundnut,Cold Storage,131,6.8,73.1
Sugarcane,Cold Storage,62,9.1,93.5
Tomato,Dry Storage,82,4.6,73.6
Maize,Cold Storage,8,21.4,83.2
Tomato,Ambient,90,10.5,44.7
Tomato,Ambient,93,17.5,63.0
Potato,Cold Storage,15,17.9,77.9
Pulses,Ambient,103,24.7,46.7
Potato,Ambient,47,14.5,81.1
Chilli,Dry Storage,17,4.0,41.7
Banana,Ambient,33,13.6,53.6
Grapes,Dry Storage,56,4.9,46.4
Apple,Cold Storage,79,12.5,73.9
Rice,Dry Storage,135,4.3,46.9
Cotton,Ambient,123,24.8,41.8
Maize,Cold Storage,162,2.8,66.4
Onion,Cold Storage,102,2.4,93.9
Chilli,Dry Storage,129,18.1,80.6
Tomato,Dry Storage,7,3.2,45.3
Apple,Cold Storage,140,3.2,57.4
Wheat,Ambient,54,12.3,82.7
Rice,Dry Storage,145,23.4,71.3
Tomato,Ambient,33,6.0,58.9
Cotton,Dry Storage,177,10.5,43.4
Sugarcane,Dry Storage,64,16.0,49.1
Banana,Cold Storage,148,18.3,67.2
Rice,Ambient,38,11.3,69.1
Sugarcane,Ambient,54,17.4,64.3
Sugarcane,Dry Storage,53,14.6,76.9
Pulses,Cold Storage,12,3.8,61.1
Grapes,Dry Storage,66,11.5,44.9
Tomato,Ambient,166,23.5,88.4
Tomato,Dry Storage,126,3.3,77.1
Pulses,Dry Storage,48,6.2,64.1
Pulses,Dry Storage,29,7.8,77.8
Tomato,Cold Storage,47,2.8,82.7
Sugarcane,Dry Storage,105,13.7,81.7
Chilli,Dry Storage,168,13.5,86.1
Chilli,Ambient,103,22.5,52.0
Pulses,Ambient,41,22.3,77.8
Pulses,Ambient,48,6.2,51.9
Apple,Cold Storage,144,4.2,82.9
Groundnut,Cold Storage,29,14.8,49.1
Grapes,Dry Storage,108,9.8,86.6
Pulses,Ambient,31,7.3,91.2
Cotton,Ambient,170,18.6,57.6
Maize,Ambient,109,9.7,44.1
Mango,Dry Storage,57,22.4,59.0
Potato,Cold Storage,146,5.7,91.2
Maize,Dry Storage,128,14.1,40.6
Pulses,Dry Storage,46,22.8,48.2
Rice,Ambient,154,12.2,51.3
Banana,Ambient,53,22.2,69.0
Cotton,Cold Storage,54,10.2,83.2
Sugarcane,Cold Storage,135,14.3,71.8
Rice,Dry Storage,14,20.0,70.1
Cotton,Dry Storage,140,16.1,76.6
Tomato,Cold Storage,29,7.1,57.6
Groundnut,Dry Storage,113,4.7,93.0
Banana,Dry Storage,122,11.5,83.2
Groundnut,Ambient,123,15.6,84.4
Sugarcane,Ambient,155,19.8,73.2
Tomato,Dry Storage,35,14.6,67.5
Pulses,Dry Storage,79,11.4,89.1
Maize,Dry Storage,99,24.5,85.5
Onion,Cold Storage,23,17.1,55.2
Wheat,Ambient,13,3.5,92.3
Rice,Dry Storage,124,7.6,70.0
Maize,Dry Storage,72,19.9,45.0
Potato,Dry Storage,151,7.9,92.7
Tomato,Ambient,86,24.8,87.6
Potato,Dry Storage,171,2.5,47.5
Banana,Dry Storage,171,23.8,52.1
Pulses,Cold Storage,175,9.9,88.6
Maize,Cold Storage,166,20.6,49.2
Apple,Dry Storage,162,20.7,47.6
Chilli,Ambient,79,21.4,75.2
Banana,Ambient,82,21.4,49.3
Grapes,Ambient,56,6.4,71.3
Chilli,Dry Storage,63,23.1,86.1
Rice,Ambient,11,23.1,84.6
Wheat,Dry Storage,28,13.5,69.0
Apple,Ambient,170,19.8,66.0
Mango,Dry Storage,136,11.3,57.6
Pulses,Cold Storage,171,13.6,82.1
Pulses,Cold Storage,130,6.0,77.8
Potato,Dry Storage,144,5.2,59.9
Rice,Dry Storage,18,25.0,47.4
Potato,Cold Storage,91,18.1,73.0
Grapes,Cold Storage,74,10.7,81.5
Rice,Dry Storage,171,2.6,50.1
Groundnut,Dry Storage,64,21.4,89.7
Banana,Cold Storage,118,18.5,61.8
Chilli,Dry Storage,179,18.2,87.4
Chilli,Cold Storage,133,8.4,56.3
Wheat,Cold Storage,5,23.4,46.9
Mango,Dry Storage,60,6.4,56.7
Chilli,Dry Storage,115,18.3,48.3
Mango,Cold Storage,88,10.5,48.6
Cotton,Ambient,149,24.6,44.6
Apple,Ambient,168,6.7,58.8
Potato,Dry Storage,62,11.7,74.2
Mango,Cold Storage,52,19.9,55.8
Grapes,Ambient,6,16.4,84.9
Wheat,Ambient,40,12.7,69.5
Groundnut,Dry Storage,173,14.0,55.7
Banana,Dry Storage,60,2.4,75.6
Rice,Cold Storage,18,10.7,53.6
Chilli,Dry Storage,163,24.0,45.1
Mango,Ambient,75,7.4,80.6
Mango,Dry Storage,34,18.3,84.5
Sugarcane,Cold Storage,40,12.5,74.2
Rice,Dry Storage,47,4.5,51.9
Cotton,Cold Storage,79,7.9,83.0
Apple,Dry Storage,17,19.7,81.2
Apple,Dry Storage,14,15.5,53.2
Apple,Dry Storage,177,24.3,71.3
Grapes,Dry Storage,17,2.6,42.1
Banana,Cold Storage,49,4.9,71.5
Banana,Cold Storage,100,10.1,40.6
Chilli,Cold Storage,142,20.2,59.9
Mango,Cold Storage,26,7.2,45.2
Sugarcane,Dry Storage,163,4.8,82.4
Potato,Ambient,106,20.2,89.1
Cotton,Cold Storage,99,12.5,83.7
Cotton,Cold Storage,132,18.3,52.4
Banana,Cold Storage,172,3.1,64.0
Groundnut,Dry Storage,135,18.2,46.8
Groundnut,Dry Storage,30,13.3,87.6
Banana,Dry Storage,28,11.4,92.5
Wheat,Ambient,115,17.4,49.3
Apple,Cold Storage,22,12.8,51.4
Mango,Ambient,9,5.8,67.5
Apple,Ambient,57,21.7,50.1
Apple,Cold Storage,66,23.6,50.1
Maize,Dry Storage,103,11.3,54.7
Chilli,Ambient,160,24.2,63.3
Cotton,Cold Storage,7,18.2,67.9
Groundnut,Dry Storage,89,14.4,49.1
Banana,Cold Storage,111,12.4,80.8
Wheat,Ambient,104,9.2,53.5
Onion,Ambient,101,6.3,74.4
Rice,Dry Storage,32,19.1,53.4
Pulses,Ambient,119,17.6,71.4
Groundnut,Cold Storage,77,2.5,53.8
Pulses,Ambient,156,18.9,65.7
Rice,Ambient,164,19.8,47.5
Onion,Cold Storage,97,19.8,61.5
Apple,Ambient,117,5.0,61.5
Groundnut,Dry Storage,6,24.9,87.1
Pulses,Cold Storage,103,7.5,57.6
Groundnut,Ambient,93,6.7,41.9
Maize,Ambient,66,24.6,91.5
Tomato,Dry Storage,45,23.8,79.1
Banana,Dry Storage,95,21.9,44.0
Mango,Cold Storage,176,23.2,58.6
Banana,Dry Storage,172,16.4,66.5
Onion,Dry Storage,160,5.0,50.9
Sugarcane,Cold Storage,11,6.9,86.6
Potato,Dry Storage,88,14.6,71.0
Rice,Dry Storage,94,8.5,63.8
Tomato,Dry Storage,81,12.5,52.8
Rice,Ambient,9,25.0,83.8
Cotton,Ambient,51,20.9,79.8
Potato,Cold Storage,54,6.3,47.7
Apple,Ambient,117,21.0,48.9
Chilli,Cold Storage,65,8.8,86.9
Apple,Ambient,17,12.7,74.1
Chilli,Dry Storage,33,2.5,54.4
Onion,Cold Storage,83,8.0,44.4
Wheat,Ambient,66,12.7,57.3
Groundnut,Dry Storage,134,6.5,71.5
Apple,Ambient,12,7.5,56.9
Pulses,Cold Storage,144,11.7,69.8
Mango,Dry Storage,86,23.3,54.3
Potato,Dry Storage,124,24.6,52.5
Banana,Ambient,62,10.0,55.1
Maize,Ambient,31,13.3,54.6
Banana,Dry Storage,62,10.8,49.9
Pulses,Dry Storage,151,22.8,75.9
Apple,Dry Storage,14,3.1,80.8
Mango,Dry Storage,130,10.1,88.5
Wheat,Dry Storage,161,5.0,86.3
Grapes,Dry Storage,118,16.3,94.0
Rice,Cold Storage,46,8.0,93.0
Sugarcane,Cold Storage,159,13.8,94.5
Mango,Dry Storage,53,14.9,58.4
Potato,Cold Storage,138,2.9,55.7
Maize,Dry Storage,152,9.8,73.6
Sugarcane,Ambient,7,23.8,49.3
Potato,Cold Storage,176,11.1,82.4
Wheat,Ambient,139,15.0,88.1
Mango,Dry Storage,64,13.0,56.2
Potato,Dry Storage,72,13.4,87.6
Groundnut,Dry Storage,152,3.6,88.8
Maize,Cold Storage,150,15.8,60.6
Grapes,Cold Storage,86,17.1,46.3
Apple,Ambient,148,19.2,68.8
Cotton,Cold Storage,64,16.4,86.7
Cotton,Dry Storage,119,21.0,78.7
Groundnut,Cold Storage,151,21.0,86.6
Cotton,Dry Storage,113,17.2,88.6
Rice,Cold Storage,171,23.7,49.6
Wheat,Ambient,103,19.5,93.0
Mango,Ambient,63,18.5,53.5
Cotton,Ambient,96,7.9,94.2
Tomato,Cold Storage,169,19.9,64.8
Potato,Ambient,84,10.8,83.0
Mango,Dry Storage,72,6.0,50.4
Potato,Ambient,21,8.2,90.8
Banana,Dry Storage,77,12.7,87.6
Rice,Ambient,128,7.8,40.9
Mango,Dry Storage,159,11.9,66.5
Mango,Cold Storage,19,9.3,71.9
Maize,Dry Storage,132,9.1,63.7
Potato,Ambient,174,4.5,61.3
Grapes,Ambient,98,23.0,72.7
Mango,Dry Storage,127,22.1,54.3
Potato,Dry Storage,116,13.3,43.6
Apple,Ambient,6,9.9,52.3
Wheat,Dry Storage,73,2.5,78.0
Pulses,Cold Storage,23,8.3,71.7
Chilli,Dry Storage,79,22.4,66.1
Mango,Ambient,126,10.8,86.7
Onion,Dry Storage,76,5.5,71.9
Onion,Ambient,61,20.1,81.5
Onion,Cold Storage,22,6.5,66.2
Rice,Ambient,163,13.6,59.1
Pulses,Dry Storage,68,16.4,91.5
Sugarcane,Ambient,130,20.4,68.4
Banana,Cold Storage,102,18.0,48.7
Mango,Dry Storage,75,20.3,77.8
Mango,Cold Storage,6,4.3,76.5
Chilli,Ambient,87,9.6,50.5
Potato,Ambient,108,18.3,56.0
Groundnut,Cold Storage,37,11.6,62.0
Sugarcane,Dry Storage,177,14.0,64.2
Rice,Cold Storage,68,4.9,46.2
Chilli,Dry Storage,150,3.0,76.4
Pulses,Ambient,44,9.2,76.5
Tomato,Dry Storage,7,23.3,86.2
Wheat,Ambient,9,16.0,69.3
Grapes,Cold Storage,36,17.6,86.9
Rice,Cold Storage,103,20.9,70.7
Potato,Dry Storage,78,6.9,91.0
Wheat,Ambient,41,22.5,55.0
Maize,Cold Storage,28,18.6,68.2
Wheat,Cold Storage,148,2.7,44.2
Onion,Ambient,32,6.7,59.3
Onion,Cold Storage,178,9.0,64.5
Tomato,Ambient,111,15.0,44.0
Banana,Dry Storage,165,21.4,70.6
Chilli,Cold Storage,93,16.1,69.6
Rice,Ambient,90,12.7,67.8
Tomato,Ambient,162,3.4,48.1
Cotton,Cold Storage,128,14.2,82.8
Pulses,Cold Storage,172,3.6,43.4
Tomato,Ambient,172,17.1,83.9
Potato,Cold Storage,74,14.1,41.4
Banana,Cold Storage,156,6.9,49.7
Rice,Dry Storage,93,9.3,40.8
Onion,Ambient,7,17.6,91.7
Maize,Ambient,111,3.5,55.8
Cotton,Dry Storage,70,22.5,60.0
Grapes,Dry Storage,151,7.9,75.6
Mango,Ambient,86,6.1,79.9
Chilli,Ambient,173,17.8,55.4
Mango,Dry Storage,79,14.0,61.1
Potato,Dry Storage,96,21.1,89.9
Potato,Ambient,99,13.0,73.6
Potato,Cold Storage,58,17.1,92.7
Groundnut,Dry Storage,102,8.4,80.8
Pulses,Ambient,55,24.3,82.3
Rice,Cold Storage,139,20.8,88.2
Chilli,Ambient,42,22.8,46.8
Rice,Dry Storage,97,19.1,93.9
Maize,Cold Storage,63,9.3,85.8
Apple,Cold Storage,147,17.0,87.0
Pulses,Dry Storage,29,15.2,63.1
Apple,Dry Storage,93,4.2,69.4
Sugarcane,Cold Storage,39,12.7,83.4
Potato,Cold Storage,166,18.4,74.9
Grapes,Ambient,19,21.9,73.3
Onion,Ambient,164,4.5,75.4
Chilli,Dry Storage,113,16.9,69.5
Maize,Cold Storage,137,17.2,74.5
Maize,Dry Storage,159,10.7,84.3
Potato,Cold Storage,142,6.1,87.3
Chilli,Ambient,13,14.0,45.4
Onion,Dry Storage,117,22.4,72.3
Cotton,Dry Storage,80,24.0,43.2
Mango,Dry Storage,113,17.0,78.4
Cotton,Dry Storage,100,12.0,57.1
Pulses,Cold Storage,158,8.9,47.0
Sugarcane,Cold Storage,58,19.7,58.3
Potato,Cold Storage,62,4.3,48.9
Maize,Ambient,34,9.3,40.9
Maize,Cold Storage,120,4.2,40.0
Maize,Ambient,49,12.5,79.7
Sugarcane,Ambient,166,18.7,59.2
Potato,Ambient,50,9.9,84.2
Groundnut,Cold Storage,125,7.2,89.1
Onion,Ambient,11,5.0,92.6
Potato,Cold Storage,20,20.0,94.4
Onion,Ambient,114,5.7,89.8
Grapes,Cold Storage,179,6.1,74.1
Wheat,Dry Storage,70,5.4,65.8
Chilli,Dry Storage,148,2.8,47.3
Rice,Ambient,19,22.2,68.2
Groundnut,Dry Storage,10,10.6,75.6
Onion,Ambient,136,11.9,56.7
Sugarcane,Cold Storage,118,12.2,69.4
Maize,Ambient,148,4.0,58.8
Grapes,Cold Storage,28,7.2,81.4
Tomato,Cold Storage,139,19.9,74.5
Mango,Cold Storage,154,2.1,85.6
Pulses,Dry Storage,100,3.3,93.0
Onion,Ambient,11,8.6,64.0
Rice,Ambient,17,12.9,80.4
Sugarcane,Dry Storage,42,17.2,82.1
Onion,Cold Storage,39,2.3,70.4
Maize,Dry Storage,126,20.8,80.3
Cotton,Dry Storage,105,8.6,58.5
Cotton,Cold Storage,138,17.7,75.9
Banana,Ambient,29,4.3,89.7
Wheat,Ambient,94,5.0,50.9
Potato,Ambient,40,19.1,46.3
Pulses,Dry Storage,124,5.2,52.9
Maize,Dry Storage,136,19.9,40.9
Pulses,Dry Storage,26,8.1,45.1
Cotton,Cold Storage,66,11.9,93.4
Tomato,Ambient,24,5.5,70.0
Banana,Cold Storage,51,10.6,50.1
Mango,Dry Storage,129,5.7,90.4
Pulses,Cold Storage,71,7.2,56.9
Banana,Dry Storage,16,12.9,81.7
Rice,Cold Storage,163,14.0,50.1
Onion,Ambient,69,4.1,54.2
Apple,Cold Storage,9,5.0,90.1
Wheat,Dry Storage,21,17.0,90.3
Onion,Dry Storage,29,14.2,59.8
Potato,Dry Storage,60,5.0,43.8
Maize,Ambient,74,13.3,57.1
Banana,Ambient,139,10.1,69.2
Sugarcane,Cold Storage,130,24.8,44.2
Tomato,Ambient,163,24.4,67.1
Mango,Ambient,79,7.5,64.9
Maize,Ambient,29,15.0,57.0
Pulses,Ambient,141,6.2,67.7
Potato,Cold Storage,147,21.6,61.1
Grapes,Cold Storage,148,2.1,47.1
Sugarcane,Cold Storage,36,21.8,93.8
Tomato,Ambient,107,6.0,76.9
Onion,Dry Storage,46,5.5,61.5
Tomato,Dry Storage,91,8.4,59.0
Tomato,Cold Storage,85,22.6,70.5
Maize,Dry Storage,42,24.1,82.8
Onion,Cold Storage,177,14.4,82.4
Potato,Ambient,72,19.3,72.6
Cotton,Dry Storage,138,2.7,89.0
Tomato,Cold Storage,63,9.5,51.8
Cotton,Ambient,77,18.5,88.8
Tomato,Dry Storage,179,13.8,68.6
Chilli,Dry Storage,59,14.2,43.6
Maize,Dry Storage,97,9.3,69.7
Maize,Ambient,138,5.6,76.6
Sugarcane,Ambient,122,12.0,55.0
Wheat,Ambient,168,24.4,68.3
Rice,Ambient,112,9.8,55.5
Wheat,Ambient,21,20.9,76.0
Tomato,Cold Storage,108,3.8,76.0
Potato,Ambient,76,9.1,88.0
Onion,Cold Storage,126,22.6,51.3
Chilli,Dry Storage,13,9.4,90.3
Rice,Ambient,106,13.3,44.7
Chilli,Cold Storage,70,10.3,70.4
Pulses,Ambient,109,3.6,44.6
Chilli,Cold Storage,137,18.2,80.8
Cotton,Ambient,65,8.3,43.2
Chilli,Dry Storage,148,9.8,69.5
Onion,Cold Storage,67,12.2,90.6
Mango,Ambient,66,9.0,78.1
Chilli,Cold Storage,162,8.2,58.9
Chilli,Cold Storage,170,15.4,59.1
Tomato,Ambient,91,17.5,63.6
Maize,Ambient,166,6.4,82.8
Chilli,Cold Storage,48,11.3,65.4
Sugarcane,Cold Storage,24,15.0,68.1
Sugarcane,Dry Storage,131,8.4,84.0
Onion,Ambient,36,13.4,79.0
Wheat,Ambient,109,6.1,85.2
Wheat,Ambient,84,13.9,93.4
Onion,Dry Storage,112,5.4,76.5
Sugarcane,Cold Storage,94,19.7,58.4
Mango,Cold Storage,106,15.7,55.7
Pulses,Dry Storage,117,19.8,71.8
Banana,Cold Storage,176,8.6,44.8
Sugarcane,Ambient,102,18.1,63.3
Banana,Dry Storage,126,6.4,74.2
Maize,Cold Storage,153,23.5,71.3
Wheat,Ambient,98,20.5,56.2
Onion,Ambient,175,11.9,66.2
Wheat,Dry Storage,101,16.5,89.3
Wheat,Cold Storage,144,9.2,88.2
Rice,Dry Storage,10,23.1,72.9
Rice,Cold Storage,84,7.0,53.3
Cotton,Ambient,172,19.2,51.3
Banana,Ambient,92,22.7,85.8
Onion,Cold Storage,36,7.6,45.3
Sugarcane,Dry Storage,66,11.7,87.7
Mango,Dry Storage,47,2.9,71.6
Apple,Dry Storage,167,23.9,41.1
Grapes,Cold Storage,164,10.3,55.6
Sugarcane,Ambient,16,22.4,85.0
Groundnut,Cold Storage,111,5.2,48.4
Potato,Cold Storage,22,9.7,54.4
Maize,Dry Storage,148,13.5,53.0
Cotton,Cold Storage,151,6.8,52.8
Groundnut,Dry Storage,138,22.8,87.8
Sugarcane,Ambient,95,21.1,61.6
Onion,Dry Storage,76,24.6,82.2
Pulses,Cold Storage,105,20.0,77.4
Maize,Cold Storage,163,12.7,94.6
Potato,Ambient,100,21.0,54.8
Onion,Cold Storage,14,13.1,49.8
Grapes,Cold Storage,37,16.6,56.6
Chilli,Dry Storage,54,19.7,71.2
Sugarcane,Cold Storage,99,8.7,50.4
Tomato,Ambient,68,18.6,50.9
Wheat,Ambient,129,16.2,81.8
Wheat,Dry Storage,49,17.5,78.7
Rice,Dry Storage,161,8.0,44.2
Sugarcane,Cold Storage,125,8.0,87.1
Chilli,Dry Storage,167,12.8,81.3
Maize,Cold Storage,22,19.8,64.4
Tomato,Dry Storage,83,23.9,69.1
