Crop,Season,Max_Shelf_Life_Days,Optimal_Temp_C,Optimal_Humidity_%
maize,Rabi,221,13.5,79.1
maize,Kharif,208,10.7,67.7
potato,Rabi,93,15.0,85.0
chilli,Rabi,24,17.3,62.6
potato,Rabi,89,19.9,58.9
tomato,Kharif,4,11.9,76.7
cauliflower,Rabi,12,22.9,77.6
groundnut,Rabi,215,20.4,64.1
onion,Kharif,113,22.5,87.9
chilli,Zaid,29,15.0,72.4
onion,Zaid,82,15.8,80.3
soybean,Rabi,111,12.2,70.0
soybean,Zaid,164,9.1,57.5
orange,Zaid,62,23.0,62.7
potato,Kharif,102,17.8,69.3
orange,Rabi,54,19.8,65.6
maize,Kharif,115,21.4,63.3
brinjal,Kharif,16,13.8,60.6
cotton,Rabi,497,22.0,75.8
cauliflower,Zaid,13,8.7,65.7
rice,Rabi,170,18.3,78.4
onion,Kharif,93,12.5,61.2
wheat,Rabi,311,21.0,85.4
orange,Zaid,47,17.8,86.4
sugarcane,Kharif,3,24.7,67.5
orange,Kharif,80,21.5,75.9
groundnut,Kharif,112,17.4,65.4
mango,Zaid,12,15.8,78.5
cabbage,Kharif,19,24.2,66.7
groundnut,Zaid,228,19.0,76.1
onion,Zaid,143,16.2,57.3
brinjal,Kharif,11,8.8,70.9
pulses,Rabi,261,10.5,76.6
onion,Rabi,152,10.0,84.5
grapes,Rabi,12,21.5,85.7
chilli,Rabi,40,15.0,87.7
cauliflower,Zaid,9,23.8,72.1
soybean,Zaid,163,24.3,74.6
onion,Rabi,151,9.5,55.5
soybean,Rabi,96,12.7,65.0
cotton,Rabi,482,12.6,84.5
orange,Kharif,70,12.2,80.5
groundnut,Kharif,130,18.8,82.1
groundnut,Zaid,217,10.8,88.7
rice,Kharif,179,22.9,60.8
chilli,Rabi,40,21.5,59.6
grapes,Zaid,10,21.1,73.1
chilli,Zaid,17,13.7,86.4
chilli,Kharif,36,24.4,61.5
pulses,Rabi,264,19.9,75.6
potato,Kharif,76,10.7,64.8
maize,Kharif,187,13.9,72.1
apple,Kharif,53,19.6,89.9
maize,Kharif,177,17.8,78.3
potato,Kharif,51,16.3,78.9
grapes,Rabi,14,12.9,70.1
groundnut,Zaid,143,21.1,85.4
pulses,Zaid,262,8.9,61.4
brinjal,Kharif,16,19.5,81.4
mango,Zaid,13,18.8,61.9
mango,Zaid,13,22.9,56.5
wheat,Zaid,213,11.4,86.9
pulses,Zaid,228,22.2,63.6
orange,Zaid,33,18.3,86.1
brinjal,Rabi,19,19.8,69.3
cotton,Kharif,340,12.2,89.4
brinjal,Zaid,8,12.9,83.5
rice,Zaid,282,10.8,77.6
apple,Kharif,74,17.3,74.1
brinjal,Zaid,11,23.9,58.6
pulses,Kharif,247,12.9,56.4
potato,Zaid,74,18.8,65.8
wheat,Rabi,274,8.9,86.9
cotton,Rabi,316,17.3,59.0
maize,Zaid,196,19.5,68.1
sugarcane,Kharif,4,11.0,85.3
mango,Zaid,11,12.4,89.4
onion,Zaid,171,15.4,61.7
grapes,Kharif,17,19.5,85.7
onion,Rabi,82,19.5,86.6
sugarcane,Kharif,6,21.8,79.2
rice,Kharif,248,9.9,82.7
soybean,Kharif,94,17.7,68.3
rice,Kharif,214,21.9,59.8
chilli,Zaid,17,11.5,61.7
chilli,Kharif,28,10.1,81.5
grapes,Rabi,12,13.2,70.1
cauliflower,Kharif,10,9.9,70.0
banana,Kharif,7,21.6,85.6
brinjal,Rabi,10,20.8,70.2
tomato,Rabi,9,12.1,63.2
groundnut,Rabi,141,17.5,65.3
tomato,Kharif,9,15.3,67.5
sugarcane,Zaid,6,16.6,62.4
tomato,Zaid,4,8.6,57.9
wheat,Zaid,182,12.8,89.2
orange,Zaid,63,9.7,56.6
banana,Kharif,7,18.3,87.3
grapes,Zaid,10,19.5,81.0
mango,Zaid,18,8.6,73.2
mango,Zaid,22,19.7,80.7
orange,Rabi,29,24.3,66.2
brinjal,Rabi,14,14.0,66.1
orange,Rabi,68,11.7,77.9
groundnut,Rabi,223,20.5,70.1
grapes,Rabi,8,15.0,76.9
soybean,Kharif,95,10.4,73.4
wheat,Rabi,314,24.1,57.1
cabbage,Kharif,22,19.5,85.6
apple,Rabi,99,9.5,84.6
rice,Kharif,223,8.4,84.6
sugarcane,Rabi,3,23.3,86.5
mango,Zaid,14,11.9,68.1
onion,Kharif,79,23.8,82.3
brinjal,Rabi,11,19.3,77.7
mango,Zaid,8,13.5,75.3
tomato,Zaid,10,22.3,78.6
apple,Kharif,122,19.9,68.4
grapes,Rabi,15,16.2,69.7
brinjal,Kharif,9,21.4,86.8
tomato,Zaid,9,16.9,80.3
apple,Zaid,63,8.3,83.0
rice,Rabi,140,16.1,68.0
banana,Rabi,7,9.6,70.4
grapes,Rabi,6,13.9,89.1
wheat,Kharif,163,23.1,81.0
cabbage,Rabi,23,18.7,71.3
tomato,Kharif,4,10.2,63.8
cotton,Zaid,337,12.6,83.9
cotton,Kharif,534,10.2,67.5
groundnut,Rabi,186,24.3,81.4
orange,Rabi,69,23.7,79.1
apple,Rabi,156,9.9,61.4
banana,Rabi,7,8.7,86.8
cotton,Zaid,384,13.2,55.1
grapes,Zaid,8,21.2,61.3
onion,Kharif,120,15.4,87.4
maize,Rabi,211,15.9,59.9
wheat,Rabi,162,21.1,74.5
onion,Rabi,129,14.3,60.6
mango,Zaid,15,23.0,74.3
maize,Zaid,107,8.5,70.6
chilli,Rabi,36,10.0,64.3
wheat,Kharif,295,9.0,79.9
soybean,Kharif,155,22.3,77.3
mango,Zaid,10,24.2,65.4
cotton,Zaid,294,8.4,59.6
onion,Rabi,138,14.9,68.1
mango,Zaid,18,16.3,60.3
maize,Rabi,136,15.9,69.5
banana,Kharif,7,20.9,73.8
banana,Zaid,7,8.5,85.2
grapes,Kharif,11,24.5,77.6
onion,Rabi,165,20.2,68.8
onion,Rabi,123,24.6,80.6
wheat,Zaid,281,22.6,73.9
tomato,Rabi,12,16.6,64.4
maize,Kharif,99,15.5,79.6
mango,Zaid,20,15.7,58.3
banana,Rabi,7,22.3,88.1
pulses,Rabi,170,11.1,81.9
cabbage,Kharif,19,16.7,56.0
cabbage,Zaid,22,15.6,56.3
brinjal,Kharif,11,20.7,88.5
potato,Rabi,75,17.3,77.9
mango,Zaid,12,9.0,80.0
chilli,Rabi,35,18.8,60.8
banana,Zaid,7,23.4,69.5
pulses,Zaid,290,22.3,76.6
orange,Rabi,69,11.3,67.2
maize,Rabi,174,24.8,57.9
onion,Zaid,100,17.2,55.2
tomato,Zaid,7,19.0,71.5
rice,Zaid,168,16.2,57.4
soybean,Kharif,133,9.7,81.3
onion,Kharif,100,13.7,70.6
rice,Kharif,131,15.5,65.1
grapes,Zaid,5,21.6,77.5
potato,Kharif,82,17.5,75.3
onion,Rabi,95,22.7,87.7
pulses,Kharif,147,12.7,75.3
sugarcane,Rabi,7,13.2,78.7
cotton,Rabi,433,15.0,60.3
onion,Rabi,174,22.1,79.6
banana,Rabi,7,8.8,84.5
banana,Kharif,7,13.4,57.9
wheat,Kharif,237,18.2,80.3
potato,Kharif,84,11.1,83.9
cauliflower,Kharif,18,13.8,83.3
wheat,Rabi,328,15.0,74.0
wheat,Rabi,263,20.7,56.4
cauliflower,Kharif,21,12.5,56.0
sugarcane,Zaid,2,11.0,62.1
rice,Kharif,155,24.8,55.1
brinjal,Zaid,7,17.8,78.2
grapes,Rabi,11,16.6,59.8
wheat,Zaid,240,19.6,88.1
apple,Kharif,57,16.8,79.6
rice,Zaid,189,23.2,89.5
groundnut,Rabi,136,16.6,79.7
groundnut,Rabi,240,16.5,75.9
grapes,Zaid,13,19.3,57.7
tomato,Zaid,5,23.3,88.0
orange,Zaid,28,17.2,77.4
banana,Kharif,7,18.7,65.8
pulses,Rabi,269,10.1,74.5
soybean,Zaid,157,19.6,68.6
cauliflower,Zaid,21,20.8,85.8
cabbage,Zaid,12,15.3,59.3
grapes,Rabi,11,20.9,88.2
soybean,Rabi,179,18.1,61.9
tomato,Kharif,6,15.1,82.0
cotton,Kharif,507,17.3,57.2
banana,Kharif,7,8.9,68.1
chilli,Zaid,38,15.8,63.5
cotton,Rabi,401,8.9,66.8
chilli,Rabi,24,24.0,77.7
apple,Kharif,90,20.7,81.1
maize,Zaid,221,14.3,58.2
wheat,Zaid,174,10.3,78.4
wheat,Rabi,230,13.5,77.4
rice,Kharif,247,24.8,81.2
tomato,Rabi,12,20.1,80.7
sugarcane,Zaid,3,18.5,71.9
grapes,Kharif,9,24.9,66.5
cauliflower,Rabi,23,11.8,77.6
pulses,Zaid,316,9.5,61.7
cabbage,Rabi,25,18.8,68.2
rice,Kharif,239,15.4,79.3
chilli,Zaid,28,15.9,79.4
cotton,Zaid,461,16.5,60.2
banana,Zaid,7,11.0,66.9
cabbage,Kharif,16,21.8,78.4
wheat,Rabi,253,13.8,77.8
groundnut,Kharif,202,19.9,88.2
grapes,Kharif,15,8.6,84.1
cauliflower,Zaid,17,19.2,77.6
orange,Zaid,27,23.0,69.7
pulses,Kharif,193,17.5,81.4
rice,Zaid,171,21.9,64.6
pulses,Kharif,243,22.9,78.6
wheat,Rabi,230,18.9,65.0
soybean,Kharif,76,14.7,80.9
orange,Zaid,49,20.9,67.9
cauliflower,Kharif,20,23.3,57.4
cotton,Rabi,484,16.2,64.8
chilli,Zaid,25,16.8,70.7
banana,Zaid,7,22.3,77.6
banana,Rabi,7,11.4,66.1
onion,Zaid,123,19.3,58.1
banana,Kharif,7,16.7,62.1
mango,Zaid,14,22.3,65.5
sugarcane,Rabi,2,10.1,86.9
grapes,Zaid,10,9.0,73.5
cauliflower,Zaid,9,14.8,79.9
potato,Zaid,79,23.3,76.2
cabbage,Rabi,18,13.2,85.4
cabbage,Rabi,17,9.1,84.8
mango,Zaid,20,8.3,68.7
rice,Rabi,247,21.0,59.2
chilli,Rabi,33,11.0,63.7
groundnut,Kharif,105,15.1,74.9
potato,Kharif,55,17.5,66.5
soybean,Kharif,136,10.2,71.1
soybean,Zaid,162,18.8,75.7
cabbage,Kharif,27,9.6,56.2
chilli,Zaid,30,23.1,67.4
cotton,Zaid,406,16.3,83.1
wheat,Zaid,308,13.3,63.6
tomato,Zaid,11,21.3,60.3
maize,Kharif,115,9.3,89.0
onion,Kharif,157,14.5,58.1
maize,Zaid,126,18.1,64.5
chilli,Rabi,30,15.2,85.1
groundnut,Zaid,169,8.9,71.3
maize,Kharif,200,24.7,78.2
orange,Zaid,70,20.9,64.2
apple,Zaid,105,8.6,67.6
grapes,Rabi,14,23.8,67.7
sugarcane,Rabi,7,21.9,57.6
chilli,Zaid,24,11.2,69.6
apple,Zaid,97,25.0,77.4
sugarcane,Zaid,4,15.3,68.7
brinjal,Rabi,18,12.3,71.4
groundnut,Zaid,205,18.2,84.9
orange,Rabi,79,14.2,58.5
tomato,Rabi,8,23.8,89.1
mango,Zaid,10,11.4,83.6
cauliflower,Kharif,21,11.0,56.0
rice,Kharif,177,17.8,66.9
rice,Rabi,217,22.8,79.7
maize,Zaid,217,8.3,57.7
mango,Zaid,9,24.1,60.6
cotton,Rabi,527,21.1,65.8
cotton,Zaid,559,9.4,79.4
mango,Zaid,21,13.3,67.1
cauliflower,Zaid,22,13.2,89.8
groundnut,Kharif,209,20.4,61.9
tomato,Rabi,11,13.1,64.1
sugarcane,Rabi,5,10.5,72.2
sugarcane,Zaid,6,13.0,58.6
banana,Rabi,7,19.1,86.1
groundnut,Kharif,182,18.0,56.8
groundnut,Kharif,96,23.7,72.4
cabbage,Zaid,15,9.1,88.2
banana,Rabi,7,8.2,77.7
sugarcane,Zaid,4,15.9,57.2
tomato,Zaid,9,14.4,78.3
cauliflower,Zaid,18,19.6,78.9
pulses,Zaid,292,14.6,66.8
rice,Kharif,204,21.4,74.9
banana,Rabi,7,22.2,78.3
potato,Zaid,86,18.9,58.7
mango,Zaid,23,14.7,61.5
chilli,Kharif,17,9.4,56.5
cauliflower,Rabi,13,13.7,60.2
tomato,Zaid,5,23.3,70.9
cauliflower,Rabi,16,18.7,56.1
brinjal,Kharif,16,13.7,83.8
cauliflower,Rabi,18,16.4,74.9
groundnut,Kharif,194,20.1,64.0
banana,Zaid,7,11.1,85.7
sugarcane,Rabi,7,16.9,82.9
apple,Zaid,92,14.1,73.6
chilli,Kharif,25,16.4,56.6
orange,Kharif,47,21.6,76.3
mango,Zaid,9,16.0,59.2
maize,Kharif,102,19.5,85.4
groundnut,Zaid,161,9.2,55.9
apple,Zaid,55,11.9,80.6
pulses,Rabi,349,15.0,86.5
potato,Kharif,88,10.5,78.2
rice,Rabi,149,19.0,83.4
chilli,Zaid,20,20.8,77.2
groundnut,Zaid,173,23.8,70.4
cotton,Zaid,368,18.7,65.3
brinjal,Rabi,16,18.5,77.7
orange,Kharif,28,12.6,74.2
mango,Zaid,20,8.2,81.7
orange,Zaid,35,23.5,75.1
sugarcane,Rabi,2,20.4,76.0
rice,Zaid,218,22.3,89.4
tomato,Rabi,12,20.9,89.3
groundnut,Kharif,204,13.1,73.1
soybean,Zaid,81,23.2,68.3
grapes,Kharif,17,9.5,64.3
potato,Rabi,83,8.6,88.5
soybean,Zaid,128,16.6,78.3
cabbage,Zaid,18,17.0,67.1
rice,Kharif,201,14.8,88.3
rice,Zaid,257,22.6,71.7
brinjal,Kharif,6,9.2,71.4
maize,Rabi,206,18.3,78.2
cotton,Kharif,448,24.2,83.1
pulses,Kharif,169,8.0,88.0
banana,Rabi,7,15.6,58.5
banana,Rabi,7,19.1,65.7
sugarcane,Rabi,5,24.5,83.5
groundnut,Zaid,189,9.6,74.2
onion,Rabi,106,10.2,82.0
pulses,Rabi,349,17.7,56.9
groundnut,Zaid,207,8.3,82.4
maize,Zaid,186,18.9,70.4
soybean,Zaid,85,21.2,72.6
onion,Kharif,139,8.2,73.9
orange,Kharif,69,23.8,64.5
groundnut,Rabi,164,14.4,63.5
soybean,Kharif,92,19.2,62.7
chilli,Zaid,38,14.9,80.6
cauliflower,Kharif,17,16.0,84.7
maize,Zaid,178,15.0,60.9
chilli,Rabi,22,12.9,72.7
mango,Zaid,8,19.5,64.1
wheat,Kharif,151,19.8,66.3
grapes,Kharif,17,11.0,59.5
mango,Zaid,16,20.6,87.3
tomato,Rabi,6,25.0,63.0
cauliflower,Zaid,16,21.9,67.4
onion,Zaid,123,18.1,83.1
rice,Zaid,195,8.8,74.9
groundnut,Zaid,188,17.7,81.9
banana,Zaid,7,9.7,89.0
cotton,Rabi,525,8.0,74.4
brinjal,Zaid,6,14.5,64.9
tomato,Rabi,9,9.4,59.5
maize,Kharif,199,15.6,81.4
soybean,Rabi,101,21.8,75.5
banana,Kharif,7,21.4,69.8
pulses,Zaid,205,11.3,86.8
potato,Zaid,75,23.7,87.4
cauliflower,Kharif,16,15.5,83.4
banana,Kharif,7,22.5,57.8
groundnut,Rabi,180,17.6,58.8
onion,Kharif,133,23.3,75.5
sugarcane,Rabi,3,16.0,71.7
sugarcane,Kharif,6,12.1,81.4
banana,Kharif,7,21.3,89.2
potato,Kharif,54,20.6,76.1
chilli,Kharif,32,8.3,77.5
cabbage,Zaid,27,19.3,88.4
maize,Kharif,110,18.8,58.4
wheat,Rabi,305,19.0,61.1
apple,Zaid,83,8.3,57.0
maize,Rabi,186,8.9,71.6
wheat,Zaid,154,19.4,75.5
onion,Zaid,131,15.7,85.0
cabbage,Zaid,20,13.8,63.2
grapes,Rabi,15,11.8,83.1
grapes,Rabi,17,10.4,63.5
wheat,Rabi,207,20.6,58.8
cotton,Rabi,573,22.0,74.3
potato,Kharif,69,11.4,55.6
soybean,Zaid,105,8.4,65.1
mango,Zaid,19,20.9,64.4
cotton,Zaid,274,17.6,76.7
chilli,Zaid,38,9.2,73.3
cabbage,Rabi,14,22.9,60.5
tomato,Kharif,7,13.8,86.0
cauliflower,Zaid,13,21.8,56.1
mango,Zaid,14,8.9,75.7
cotton,Kharif,458,13.7,77.6
cabbage,Rabi,16,19.1,74.3
brinjal,Kharif,18,9.6,85.5
potato,Rabi,70,15.1,73.7
brinjal,Zaid,13,9.6,75.5
mango,Zaid,21,23.1,81.8
rice,Rabi,230,18.3,63.2
soybean,Rabi,174,23.0,65.8
brinjal,Kharif,15,18.6,87.2
soybean,Zaid,102,9.7,74.0
wheat,Kharif,288,19.7,72.2
soybean,Zaid,102,21.1,65.1
cotton,Kharif,435,20.6,84.6
apple,Zaid,59,24.4,59.4
cauliflower,Zaid,17,16.2,77.0
tomato,Kharif,7,19.5,56.6
onion,Rabi,173,17.3,86.9
rice,Zaid,136,9.2,84.7
soybean,Zaid,113,19.1,71.4
cauliflower,Zaid,13,13.1,74.3
apple,Kharif,138,19.7,58.3
brinjal,Kharif,11,21.4,82.6
chilli,Zaid,20,10.8,63.5
pulses,Kharif,214,11.1,85.2
maize,Kharif,164,15.1,68.5
brinjal,Zaid,18,12.2,56.5
onion,Rabi,160,8.2,64.0
tomato,Kharif,4,24.7,82.2
tomato,Rabi,8,24.6,70.6
cabbage,Rabi,30,9.3,77.0
cauliflower,Rabi,14,12.1,86.1
pulses,Zaid,265,24.2,69.8
cauliflower,Zaid,21,11.5,56.5
sugarcane,Rabi,4,9.3,66.2
orange,Kharif,25,21.2,55.3
groundnut,Kharif,100,15.5,83.2
brinjal,Rabi,11,21.5,57.0
pulses,Rabi,227,22.5,80.9
apple,Rabi,79,20.9,79.4
potato,Rabi,98,14.5,86.4
tomato,Rabi,12,15.3,81.7
cabbage,Zaid,22,21.9,81.9
banana,Zaid,7,12.1,62.3
rice,Kharif,238,24.2,79.1
maize,Rabi,163,21.8,86.7
brinjal,Zaid,16,23.8,65.5
mango,Zaid,12,14.7,58.4
chilli,Rabi,28,23.1,75.0
onion,Kharif,117,17.0,63.9
onion,Zaid,152,17.2,84.1
tomato,Kharif,5,22.8,66.9
onion,Kharif,124,12.8,79.1
maize,Rabi,175,23.0,69.1
groundnut,Kharif,123,23.1,72.2
grapes,Zaid,6,24.5,85.4
soybean,Zaid,89,13.0,82.2
potato,Rabi,59,16.4,83.9
cabbage,Zaid,21,12.3,68.3
pulses,Zaid,260,15.8,55.9
mango,Zaid,14,8.9,62.3
chilli,Kharif,32,13.4,71.2
chilli,Rabi,39,11.0,60.8
apple,Zaid,108,10.8,76.9
wheat,Rabi,217,10.7,71.7
potato,Zaid,108,21.1,62.2
maize,Rabi,157,24.7,75.1
potato,Rabi,112,21.7,68.8
wheat,Kharif,187,19.7,61.2
sugarcane,Rabi,5,16.6,67.4
cauliflower,Zaid,8,11.6,57.7
mango,Zaid,15,24.6,76.7
banana,Zaid,7,22.9,78.4
chilli,Kharif,18,8.3,57.3
cotton,Kharif,269,24.3,89.9
wheat,Rabi,323,15.9,74.8
chilli,Rabi,19,9.7,64.9
tomato,Rabi,11,25.0,81.8
apple,Rabi,119,21.7,88.1
banana,Zaid,7,10.1,73.7
pulses,Rabi,266,13.4,65.9
grapes,Kharif,7,18.2,71.4
pulses,Rabi,327,10.4,64.0
cotton,Rabi,414,16.3,78.7
potato,Zaid,82,21.8,58.5
cabbage,Rabi,18,14.5,59.8
onion,Kharif,112,14.5,71.8
banana,Rabi,7,22.0,65.8
potato,Zaid,62,13.3,63.0
cabbage,Rabi,21,23.5,77.9
cotton,Kharif,371,20.1,89.3
onion,Kharif,157,18.6,57.5
pulses,Zaid,298,10.0,60.4
pulses,Rabi,164,9.6,65.3
cauliflower,Kharif,15,16.8,63.1
grapes,Zaid,11,9.0,55.8
banana,Kharif,7,18.0,80.9
apple,Kharif,51,18.9,74.9
cabbage,Zaid,20,9.1,57.4
pulses,Rabi,189,16.7,71.8
apple,Rabi,161,9.6,55.6
chilli,Kharif,35,12.6,75.5
brinjal,Kharif,18,23.1,67.0
pulses,Rabi,171,8.3,61.2
mango,Zaid,19,12.4,78.0
cotton,Zaid,540,18.3,75.7
onion,Rabi,179,16.4,70.7
banana,Kharif,7,19.4,88.6
tomato,Zaid,6,20.5,83.2
banana,Kharif,7,11.8,63.0
onion,Zaid,147,18.2,62.4
cauliflower,Rabi,19,19.1,61.7
rice,Kharif,176,17.6,78.4
brinjal,Zaid,7,13.0,59.5
brinjal,Kharif,7,19.8,68.6
pulses,Zaid,198,15.8,88.9
cauliflower,Rabi,22,23.8,83.5
brinjal,Zaid,7,12.5,79.5
cotton,Zaid,424,18.5,66.3
apple,Kharif,73,21.0,82.8
rice,Rabi,291,15.1,80.8
apple,Kharif,113,14.0,58.5
cauliflower,Kharif,17,17.5,87.8
grapes,Rabi,20,14.8,58.6
chilli,Zaid,27,9.2,58.9
tomato,Kharif,9,13.2,81.6
banana,Kharif,7,14.9,63.4
mango,Zaid,14,17.3,67.4
pulses,Kharif,146,12.2,57.1
sugarcane,Rabi,4,21.9,63.4
maize,Rabi,117,9.9,56.3
orange,Kharif,48,8.8,86.8
soybean,Rabi,102,20.3,57.1
banana,Rabi,7,20.0,56.3
banana,Kharif,7,22.7,81.6
chilli,Rabi,23,12.3,79.5
cabbage,Kharif,18,8.6,86.7
apple,Rabi,146,8.8,58.5
grapes,Rabi,15,10.8,82.5
cauliflower,Kharif,17,17.1,84.8
cotton,Rabi,329,10.1,76.4
groundnut,Rabi,233,16.9,73.0
cotton,Zaid,513,23.1,75.6
banana,Zaid,7,12.3,63.2
pulses,Rabi,348,18.6,68.2
banana,Rabi,7,20.4,62.4
grapes,Rabi,14,16.0,78.4
banana,Kharif,7,22.6,77.0
pulses,Rabi,194,13.3,74.7
wheat,Zaid,154,22.0,76.1
orange,Zaid,55,16.1,74.4
apple,Kharif,93,14.5,56.1
brinjal,Zaid,8,23.0,87.9
cauliflower,Rabi,19,10.2,64.5
onion,Kharif,140,8.6,58.5
pulses,Rabi,252,9.8,83.2
cabbage,Zaid,14,11.0,82.8
sugarcane,Rabi,3,22.4,74.6
chilli,Zaid,23,21.0,67.0
groundnut,Zaid,132,21.0,74.4
wheat,Kharif,201,18.2,78.9
wheat,Zaid,273,15.2,70.2
brinjal,Kharif,18,24.3,88.4
banana,Zaid,7,11.1,73.6
cotton,Kharif,529,23.7,73.9
banana,Zaid,7,11.5,77.5
cotton,Rabi,484,19.8,83.5
sugarcane,Rabi,2,21.5,62.6
tomato,Zaid,4,18.2,68.2
sugarcane,Rabi,7,11.3,56.3
tomato,Rabi,8,9.7,58.8
tomato,Zaid,10,16.3,61.3
apple,Zaid,108,22.4,86.9
apple,Zaid,140,11.4,55.1
tomato,Rabi,5,21.5,65.5
potato,Rabi,77,24.6,82.7
sugarcane,Zaid,6,15.4,57.4
groundnut,Zaid,113,16.3,58.9
orange,Kharif,66,10.3,84.2
soybean,Rabi,126,15.2,76.6
cotton,Rabi,326,18.5,56.6
apple,Rabi,162,13.9,58.2
cauliflower,Kharif,11,18.7,76.1
tomato,Zaid,10,20.8,64.7
grapes,Kharif,18,20.7,66.9
pulses,Rabi,180,18.6,67.9
onion,Zaid,123,19.3,75.0
grapes,Kharif,9,23.2,78.5
maize,Zaid,201,14.4,60.0
banana,Kharif,7,14.6,67.2
cabbage,Kharif,17,10.3,78.0
cauliflower,Rabi,23,14.6,60.6
cabbage,Kharif,21,22.5,58.1
brinjal,Rabi,17,15.2,76.6
maize,Kharif,182,16.4,79.2
groundnut,Zaid,138,9.1,61.3
cotton,Zaid,569,20.4,68.7
cabbage,Rabi,25,9.6,80.5
tomato,Kharif,6,24.9,71.3
groundnut,Zaid,138,17.8,66.7
maize,Rabi,162,11.6,71.1
tomato,Kharif,7,23.3,75.6
cabbage,Zaid,17,11.9,85.8
chilli,Kharif,19,12.9,88.1
grapes,Kharif,13,12.9,65.0
groundnut,Rabi,132,19.3,86.8
mango,Zaid,18,12.5,63.4
maize,Kharif,96,23.5,56.4
chilli,Zaid,32,9.4,70.3
potato,Rabi,101,24.4,72.2
onion,Zaid,145,13.4,63.8
rice,Rabi,147,22.0,57.5
tomato,Rabi,9,16.4,57.2
pulses,Zaid,238,11.8,75.2
maize,Kharif,184,12.0,58.1
brinjal,Rabi,6,16.9,69.2
cabbage,Rabi,30,23.1,77.9
potato,Kharif,97,14.5,88.3
tomato,Zaid,7,24.3,84.4
wheat,Zaid,270,21.8,77.2
cotton,Zaid,539,24.3,64.7
mango,Zaid,13,10.9,75.6
onion,Kharif,94,11.1,60.5
wheat,Zaid,283,10.9,77.1
grapes,Kharif,10,15.3,70.9
chilli,Zaid,30,20.5,90.0
maize,Rabi,122,12.9,63.5
potato,Zaid,73,22.7,75.3
mango,Zaid,20,9.2,72.4
cauliflower,Kharif,15,15.9,58.0
apple,Zaid,150,8.5,75.9
banana,Kharif,7,8.0,82.9
banana,Kharif,7,16.9,56.0
apple,Zaid,91,24.4,80.0
mango,Zaid,21,8.3,73.6
mango,Zaid,18,17.4,87.1
orange,Zaid,32,9.9,84.3
brinjal,Zaid,10,22.6,66.8
orange,Kharif,29,12.0,83.6
cotton,Kharif,376,22.9,76.9
maize,Rabi,141,21.3,65.3
chilli,Kharif,32,20.5,61.9
cabbage,Kharif,22,10.4,76.9
banana,Zaid,7,24.1,82.9
cabbage,Rabi,24,24.4,71.6
groundnut,Rabi,160,15.6,59.6
orange,Zaid,75,22.1,79.7
chilli,Rabi,26,11.5,89.5
cabbage,Zaid,15,18.5,76.6
maize,Rabi,123,22.8,76.7
potato,Rabi,106,22.6,66.8
apple,Kharif,60,17.0,73.7
chilli,Zaid,37,11.0,62.3
apple,Kharif,135,16.8,72.2
soybean,Kharif,137,13.8,75.4
maize,Kharif,162,19.5,69.7
orange,Rabi,75,16.6,60.2
cauliflower,Zaid,9,18.2,65.1
sugarcane,Zaid,4,12.5,64.4
grapes,Kharif,16,22.5,58.7
grapes,Zaid,18,24.6,80.1
rice,Rabi,152,21.5,76.1
orange,Rabi,74,23.6,60.7
tomato,Zaid,8,12.9,87.8
potato,Rabi,96,17.0,70.8
wheat,Rabi,185,13.1,88.2
cabbage,Rabi,26,11.1,73.2
mango,Zaid,8,14.6,66.9
cabbage,Rabi,26,13.1,79.8
brinjal,Kharif,5,16.0,58.3
groundnut,Zaid,178,11.6,86.6
wheat,Kharif,279,18.4,85.1
chilli,Kharif,29,9.1,61.0
wheat,Zaid,173,21.8,74.3
mango,Zaid,11,11.8,79.3
maize,Kharif,166,22.9,67.2
wheat,Kharif,296,16.8,74.9
onion,Kharif,77,19.1,80.1
grapes,Rabi,14,16.8,69.7
groundnut,Zaid,127,21.6,69.2
maize,Kharif,120,13.7,73.4
cotton,Rabi,512,18.1,85.0
maize,Rabi,161,17.7,76.2
orange,Rabi,83,10.7,65.9
chilli,Zaid,34,18.0,75.9
apple,Zaid,99,24.6,64.8
pulses,Rabi,278,18.1,70.5
banana,Kharif,7,8.9,71.0
pulses,Rabi,247,21.5,70.8
orange,Kharif,73,20.8,59.5
grapes,Zaid,13,18.6,69.3
brinjal,Zaid,12,20.8,58.2
cabbage,Kharif,12,11.0,73.8
maize,Kharif,201,19.4,69.3
cauliflower,Zaid,18,20.2,55.9
banana,Zaid,7,20.5,68.5
rice,Kharif,226,10.5,87.3
apple,Zaid,98,13.2,79.1
apple,Rabi,155,18.8,77.9
banana,Kharif,7,14.1,55.5
groundnut,Rabi,193,11.5,87.2
orange,Zaid,77,19.8,74.9
mango,Zaid,13,15.7,74.0
grapes,Zaid,10,12.5,76.0
pulses,Zaid,180,21.0,76.1
rice,Zaid,176,20.4,81.0
wheat,Zaid,281,23.6,84.6
groundnut,Rabi,193,9.1,65.7
chilli,Rabi,35,14.3,57.0
wheat,Rabi,243,14.4,64.3
apple,Kharif,150,24.5,60.3
mango,Zaid,21,18.4,77.2
chilli,Zaid,35,13.0,80.2
cotton,Rabi,447,13.8,81.7
maize,Zaid,137,21.7,70.8
cauliflower,Rabi,13,11.4,78.4
orange,Zaid,42,19.4,75.3
sugarcane,Kharif,5,14.4,85.1
